序號,避難收容處所名稱,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,預計收容人數,室內,室外,最近AQI站點,最近AQI站點經度,最近AQI站點緯度,距離(km),最近AQI值,風險等級
944,臺南市南區體育公園,臺南市南區,竹溪里,體育路10號,120.2068,22.9785,11891,否,是,台南站,120.2,22.99,1.46,95,Warning
947,臺南市南區大成國中,臺南市南區,大成里,西門路一段306號,120.198,22.9796,4741,是,否,台南站,120.2,22.99,1.17,95,Low Risk
948,臺南市東區崇學國民小學操場,臺南市東區,崇學里,崇學路98號,120.2234,22.9796,1000,否,是,台南站,120.2,22.99,2.66,95,Warning
949,臺南市東區復興里活動中心,臺南市東區,復興里,裕忠路456號,120.2416,22.9803,230,是,是,台南站,120.2,22.99,4.39,95,Low Risk
950,臺南市東區區公所,臺南市東區,崇學里,臺南市崇學路100號,120.224015,22.980519,70,是,是,台南站,120.2,22.99,2.67,95,Low Risk
951,臺南市東區德光里活動中心,臺南市東區,德光里,崇德路111號,120.2188,22.9806,1400,是,是,台南站,120.2,22.99,2.19,95,Low Risk
952,臺南市南區台南高商,臺南市南區,明德里,健康路一段327號,120.202,22.9811,5532,是,否,台南站,120.2,22.99,1.01,95,Low Risk
953,臺南市東區虎尾里活動中心,臺南市東區,虎尾里,富農街一段188巷10弄7號,120.2353,22.9815,400,是,是,台南站,120.2,22.99,3.74,95,Low Risk
954,臺南市東區裕聖里活動中心,臺南市東區,裕聖里,裕文路286號,120.2464,22.9817,250,是,是,台南站,120.2,22.99,4.84,95,Low Risk
955,臺南市仁德區太子里活動中心,臺南市仁德區,太子里,土庫路2號,120.255,22.9823,480,是,是,台南站,120.2,22.99,5.69,95,Low Risk
956,臺南市東區裕文國民小學,臺南市東區,文聖里,裕文路301號,120.245741,22.982499,1700,是,是,台南站,120.2,22.99,4.76,95,Low Risk
957,臺南市東區復興國民小學風雨球場,臺南市東區,文聖里,裕文路60號,120.2387,22.9826,1000,是,否,台南站,120.2,22.99,4.05,95,Low Risk
958,臺南市中西區五妃社區活動中心,臺南市中西區,五妃里,南門路237巷10號,120.2049,22.983,100,是,否,台南站,120.2,22.99,0.93,95,Low Risk
959,臺南市東區龍山社區活動中心,臺南市東區,龍山里,林森路一段311號,120.2193,22.9836,750,是,是,台南站,120.2,22.99,2.1,95,Low Risk
960,臺南市東區自強里活動中心,臺南市東區,自強里,富農街一段225號,120.2352,22.984,200,是,是,台南站,120.2,22.99,3.66,95,Low Risk
961,臺南市中西區仙草里活動中心,臺南市中西區,仙草里,府緯街4巷6號,120.1995,22.9844,200,是,否,台南站,120.2,22.99,0.62,95,Low Risk
962,臺南市東區富裕里活動中心,臺南市東區,富裕里,東門路二段365巷35號,120.2276,22.9847,400,是,是,台南站,120.2,22.99,2.89,95,Low Risk
963,臺南市中西區中山國中,臺南市中西區,大南里,南寧街45號,120.2033,22.9848,1300,是,是,台南站,120.2,22.99,0.67,95,Low Risk
964,臺南市東區富強里活動中心,臺南市東區,富強里,裕農路446巷88號,120.2317,22.986,450,是,是,台南站,120.2,22.99,3.28,95,Low Risk
965,臺南市安平區億載里活動中心,臺南市安平區,億載里,光州一街29號,120.161834,22.986221,262,是,否,台南站,120.2,22.99,3.93,95,Low Risk
966,臺南市東區關聖社區活動中心,臺南市東區,關聖里,裕孝路118號,120.2434,22.9865,1000,是,否,台南站,120.2,22.99,4.46,95,Low Risk
967,臺南市安平區文平里活動中心,臺南市安平區,文平里,中華西路二段1巷1號,120.185499,22.986772,151,是,否,台南站,120.2,22.99,1.53,95,Low Risk
968,臺南市安平區育平里活動中心,臺南市安平區,育平里,府平路376號,120.167087,22.987404,273,是,否,台南站,120.2,22.99,3.38,95,Low Risk
969,臺南市東區衛國里活動中心,臺南市東區,衛國里,衛國街114巷28號,120.2254,22.9879,400,是,是,台南站,120.2,22.99,2.61,95,Low Risk
973,臺南市中西區郡西里活動中心,臺南市中西區,郡西里,郡西路35號2樓,120.194075,22.989445,320,是,否,台南站,120.2,22.99,0.61,95,Low Risk
974,臺南市安平區國平里活動中心,臺南市安平區,國平里,建平七街409號,120.176458,22.98948,102,是,否,台南站,120.2,22.99,2.41,95,Low Risk
975,臺南市東區後甲南聖里聯合社區活動中心,臺南市東區,後甲里,裕農路878號,120.2427,22.9895,650,是,是,台南站,120.2,22.99,4.37,95,Low Risk
976,臺南市中西區忠義國小,臺南市中西區,萬昌里,忠義路二段2號,120.20315,22.989572,1300,是,是,台南站,120.2,22.99,0.33,95,Low Risk
977,臺南市東區崇誨里活動中心,臺南市東區,崇誨里,林森路二段192巷15號,120.2247,22.9898,200,是,否,台南站,120.2,22.99,2.53,95,Low Risk
978,臺南市安平區億載國小-操場,臺南市安平區,億載里,郡平路310號,120.163155,22.990008,1458,否,是,台南站,120.2,22.99,3.77,95,Warning
979,臺南市中西區永福小西三民里活動中心,臺南市中西區,永福里,府前路一段258號,120.2008,22.9901,240,是,否,台南站,120.2,22.99,0.08,95,Low Risk
980,臺南市中西區萬昌公正里活動中心,臺南市中西區,萬昌里,青年路226巷20號,120.21101,22.991183,200,是,否,台南站,120.2,22.99,1.13,95,Low Risk
981,臺南市中西區中頭社區活動中心,臺南市中西區,民生里,保安路201之1號1樓,120.1913,22.9912,100,是,否,台南站,120.2,22.99,0.9,95,Low Risk
982,臺南市中西區民生社區活動中心,臺南市中西區,民生里,保安路201之1號2樓,120.1913,22.9912,150,是,否,台南站,120.2,22.99,0.9,95,Low Risk
983,臺南市歸仁區保西國小,臺南市歸仁區,媽廟里,中正北路三段60號,120.2936,22.9919,730,是,是,台南站,120.2,22.99,9.58,95,Low Risk
984,東寧運動公園,臺南市東區,東明里,東寧路與林森路二段路口,120.224271,22.992061,7700,否,是,台南站,120.2,22.99,2.49,95,Warning
985,臺南市東區大學東寧聯合社區活動中心,臺南市東區,大學里,林森路二段252號,120.2243,22.9921,900,是,否,台南站,120.2,22.99,2.5,95,Low Risk
986,臺南市中西區青年銀同里活動中心,臺南市中西區,銀同里,開山路1號,120.2057,22.9922,100,是,否,台南站,120.2,22.99,0.63,95,Low Risk
987,臺南市中西區建國里活動中心,臺南市中西區,建國里,永福路二段81巷1號,120.2006,22.9928,500,是,否,台南站,120.2,22.99,0.32,95,Low Risk
990,臺南市關廟區保東國小,臺南市關廟區,埤頭里,關新路一段776號,120.3175,22.9934,30,是,否,台南站,120.2,22.99,12.03,95,Low Risk
991,臺南市中西區大涼社區活動中心,臺南市中西區,大涼里,府前路二段258巷55號,120.1908,22.9936,130,是,否,台南站,120.2,22.99,1.02,95,Low Risk
993,臺南市安平區安平國小-風雨球場,臺南市安平區,怡平里,怡平路392號,120.176439,22.993942,510,是,否,台南站,120.2,22.99,2.45,95,Low Risk
995,臺南市中西區中正里活動中心,臺南市中西區,中正里,國華街三段5號2樓、3樓,120.1972,22.9945,200,是,否,台南站,120.2,22.99,0.58,95,Low Risk
996,臺南市安平區公所,臺南市安平區,平通里,育平路316號,120.168802,22.994806,198,是,否,台南站,120.2,22.99,3.24,95,Low Risk
997,臺南市安平區台南聖教會,臺南市安平區,建平里,府前四街90號,120.185097,22.995143,66,是,否,台南站,120.2,22.99,1.63,95,Low Risk
998,臺南市安平區建平里活動中心,臺南市安平區,建平里,府前三街27號,120.185584,22.99525,152,是,否,台南站,120.2,22.99,1.59,95,Low Risk
999,臺南市安平區華平里活動中心,臺南市安平區,華平里,育平九街195號,120.171965,22.995282,235,是,否,台南站,120.2,22.99,2.93,95,Low Risk
1002,臺南市安平區沙灘忠誠社區聯合活動中心,臺南市安平區,金城里,世平路69號,120.148967,22.997064,376,是,否,台南站,120.2,22.99,5.28,95,Low Risk
1003,臺南市中西區民權里活動中心,臺南市中西區,民權里,民權路三段135號,120.1962,22.9971,75,是,否,台南站,120.2,22.99,0.88,95,Low Risk
1004,臺南市安平區平通里活動中心,臺南市安平區,平通里,平通路580巷102號,120.170604,22.99731,92,是,否,台南站,120.2,22.99,3.12,95,Low Risk
1005,臺南市安平區安平國中-安平館,臺南市安平區,平通里,慶平路687號,120.168263,22.997889,308,是,否,台南站,120.2,22.99,3.36,95,Low Risk
1007,臺南市中西區天后里活動中心,臺南市中西區,天后里,新美街167號,120.201382,22.998046,80,是,否,台南站,120.2,22.99,0.91,95,Low Risk
1009,臺南市中西區龍盛社區活動中心,臺南市中西區,藥王里,民權路三段232號,120.1938,22.9982,350,是,否,台南站,120.2,22.99,1.11,95,Low Risk
1010,臺南市安平區天橋教會,臺南市安平區,怡平里,怡平路140巷29號,120.16822,22.99822,99,是,否,台南站,120.2,22.99,3.38,95,Low Risk
1012,臺南市中西區協進國小,臺南市中西區,協進里,金華路四段17號,120.1875,22.9987,900,是,是,台南站,120.2,22.99,1.6,95,Low Risk
1013,臺南市永康區復興里活動中心,臺南市永康區,復興里,復興路356巷13號,120.2415,22.9988,44,是,否,台南站,120.2,22.99,4.36,95,Low Risk
1014,臺南市中西區成功國小,臺南市中西區,赤嵌里,成功路 235 號,120.20317,22.998887,1200,是,是,台南站,120.2,22.99,1.04,95,Low Risk
1017,臺南市安平區平安里活動中心,臺南市安平區,平安里,民權路四段325號,120.17692,22.999443,237,是,否,台南站,120.2,22.99,2.59,95,Low Risk
1019,臺南市北區區公所,臺南市北區,五福里,成功路238巷7號,120.2029,22.9997,50,是,否,台南站,120.2,22.99,1.12,95,Low Risk
1020,臺南市安平區石門國小-操場,臺南市安平區,石門里,安平路700號,120.166309,22.999878,1001,否,是,台南站,120.2,22.99,3.62,95,Warning
1021,臺南市北區東興社區活動中心,臺南市北區,東興里,小東路401巷51號之1,120.232393,22.99999,45,是,否,台南站,120.2,22.99,3.5,95,Low Risk
1024,臺南市北區公園里活動中心,臺南市北區,公園里,公園南路39號,120.2116,23.0002,45,是,否,台南站,120.2,22.99,1.64,95,Low Risk
1025,臺南市龍崎區石[石曹]里里民活動中心,臺南市龍崎區,石[石曹]里,4鄰刺子崙13之3號,120.3974,23.0002,30,是,否,台南站,120.2,22.99,20.24,95,Low Risk
1026,臺南市北區公園國小,臺南市北區,公園里,公園路180號,120.2091,23.0003,1400,是,是,台南站,120.2,22.99,1.48,95,Low Risk
1027,臺南市安平區觀音亭,臺南市安平區,港仔里,觀音街33號,120.162984,23.000378,63,是,否,台南站,120.2,22.99,3.96,95,Low Risk
1030,臺南市安平區開台天后宮,臺南市安平區,西門里,國勝路33號,120.160689,23.000908,198,是,否,台南站,120.2,22.99,4.2,95,Low Risk
1031,臺南市北區立人國小,臺南市北區,安民里,西門路三段41號,120.2021,23.0014,1400,是,是,台南站,120.2,22.99,1.29,95,Low Risk
1032,臺南市永康區中華里活動中心,臺南市永康區,中華里,忠勇街51號,120.2381,23.0015,325,是,否,台南站,120.2,22.99,4.1,95,Low Risk
1033,臺南市中西區西湖社區活動中心,臺南市中西區,西湖里,湖美街60巷31號,120.1808,23.0016,260,是,否,台南站,120.2,22.99,2.35,95,Low Risk
1034,臺南市永康區勝利里活動中心,臺南市永康區,勝利里,勝利街37巷39號,120.2294,23.0021,172,是,否,台南站,120.2,22.99,3.3,95,Low Risk
1035,臺南市北區安民社區活動中心,臺南市北區,安民里,海安路三段59號,120.1992,23.0022,80,是,否,台南站,120.2,22.99,1.36,95,Low Risk
1036,臺南市安平區西門國小-多功能教室及普通教室,臺南市安平區,西門里,安北路180號,120.159508,23.002924,694,是,否,台南站,120.2,22.99,4.39,95,Low Risk
1037,臺南市永康區永康公園,臺南市永康區,復興里,興國街100號,120.2427,23.003,15500,否,是,台南站,120.2,22.99,4.6,95,Warning
1038,臺南市中西區光賢里活動中心,臺南市中西區,光賢里,和善街98巷7號,120.189831,23.003161,120,是,否,台南站,120.2,22.99,1.8,95,Low Risk
1039,臺南市北區裕民社區活動中心,臺南市北區,裕民里,臨安路二段93號,120.1973,23.0032,80,是,否,台南站,120.2,22.99,1.49,95,Low Risk
1041,臺南市北區重興社區活動中心,臺南市北區,重興里,東豐路451巷169號,120.2266,23.0036,74,是,否,台南站,120.2,22.99,3.11,95,Low Risk
1042,臺南市北區和順里活動中心,臺南市北區,和順里,公園南路406號,120.2012,23.0037,300,是,否,台南站,120.2,22.99,1.53,95,Low Risk
1043,臺南市安平區海頭社區活動中心,臺南市安平區,海頭里,古堡街90巷33號,120.160277,23.004411,99,是,否,台南站,120.2,22.99,4.37,95,Low Risk
1044,臺南市永康區崑山里活動中心,臺南市永康區,崑山里,崑山街222巷11號,120.2602,23.0048,187,是,否,台南站,120.2,22.99,6.38,95,Low Risk
1045,臺南市永康區東灣里活動中心,臺南市永康區,東灣里,民族路291號,120.2694,23.0051,142,是,否,台南站,120.2,22.99,7.3,95,Low Risk
1047,臺南市北區民德國中,臺南市北區,和順里,西門路三段223號,120.2052,23.0054,700,是,是,台南站,120.2,22.99,1.79,95,Low Risk
1048,臺南市北區文賢國中,臺南市北區,文成里,文賢一路2號,120.1962,23.0057,3100,是,是,台南站,120.2,22.99,1.79,95,Low Risk
1049,臺南市永康區復國里活動中心,臺南市永康區,復國里,復國二路46號,120.2474,23.006,447,是,否,台南站,120.2,22.99,5.17,95,Low Risk
1051,臺南市永康區中興里活動中心,臺南市永康區,中興里,中興街40號,120.2402,23.0063,96,是,否,台南站,120.2,22.99,4.5,95,Low Risk
1052,臺南市左鎮區岡林國小,臺南市左鎮區,岡林里,31號,120.4153,23.0074,150,是,是,台南站,120.2,22.99,22.12,95,Low Risk
1053,臺南市北區賢北國小,臺南市北區,賢北里,大興街599號,120.1792,23.0076,1320,是,是,台南站,120.2,22.99,2.89,95,Low Risk
1054,臺南市北區國姓社區活動中心,臺南市北區,國姓里,公園路433巷15號1樓,120.209,23.0078,30,是,否,台南站,120.2,22.99,2.18,95,Low Risk
1055,臺南市北區賢北里活動中心,臺南市北區,賢北里,賢北街108號,120.1833,23.0086,60,是,否,台南站,120.2,22.99,2.68,95,Low Risk
1056,臺南市北區大仁社區活動中心,臺南市北區,大仁里,和緯路一段1號,120.2165,23.009,60,是,否,台南站,120.2,22.99,2.7,95,Low Risk
1057,臺南市新化區大坑里活動中心,臺南市新化區,大坑里,大坑尾182號,120.3849,23.009,80,是,否,台南站,120.2,22.99,19.04,95,Low Risk
1058,臺南市永康區六合里活動中心,臺南市永康區,六合里,中華二路358巷43號,120.2303,23.0091,203,是,否,台南站,120.2,22.99,3.76,95,Low Risk
1061,臺南市北區延平國中,臺南市北區,延平里,公園路750號,120.2107,23.0095,3376,是,是,台南站,120.2,22.99,2.43,95,Low Risk
1062,臺南市永康區體一運動公園,臺南市永康區,三民里,中正北路底豐化橋南端,120.2405,23.0095,21333,否,是,台南站,120.2,22.99,4.68,95,Warning
1063,臺南市北區文元文成里聯合活動中心,臺南市北區,文元里,和緯路三段370號,120.1942,23.0099,30,是,否,台南站,120.2,22.99,2.29,95,Low Risk
1064,臺南市永康區西灣里活動中心,臺南市永康區,西灣里,永華街201巷12號,120.259,23.0102,134,是,否,台南站,120.2,22.99,6.44,95,Low Risk
1065,臺南市永康區北灣里活動中心,臺南市永康區,北灣里,文賢街332號,120.2673,23.0119,51,是,否,台南站,120.2,22.99,7.31,95,Low Risk
1067,臺南市北區實踐社區活動中心,臺南市北區,實踐里,大武街161號,120.2158,23.0134,35,是,否,台南站,120.2,22.99,3.06,95,Low Risk
1068,臺南市北區開元國小,臺南市北區,開元里,開元路71巷32號,120.2219,23.0138,2851,是,是,台南站,120.2,22.99,3.47,95,Low Risk
1069,臺南市安南區海南里活動中心,臺南市安南區,海南里,府安路七段1巷2號,120.1822,23.0142,45,是,否,台南站,120.2,22.99,3.25,95,Low Risk
1070,臺南市北區昇平社區活動中心,臺南市北區,正風里,長榮路五段452巷18號,120.2146,23.0142,68,是,否,台南站,120.2,22.99,3.08,95,Low Risk
1071,臺南市永康區安康里活動中心,臺南市永康區,安康里,中華西街122巷62號,120.2281,23.0151,52,是,否,台南站,120.2,22.99,4.01,95,Low Risk
1072,臺南市北區文元國小,臺南市北區,文元里,海安路三段815號,120.2,23.0154,1852,是,是,台南站,120.2,22.99,2.82,95,Low Risk
1074,臺南市永康區復華里活動中心,臺南市永康區,復華里,國華街110號,120.2452,23.0168,467,是,否,台南站,120.2,22.99,5.5,95,Low Risk
1075,臺南市安南區四草里活動中心,臺南市安南區,四草里,大眾路656號,120.128311,23.017087,197,是,否,台南站,120.2,22.99,7.93,95,Low Risk
1076,臺南市永康區社教中心,臺南市永康區,永康里,永大二路88號,120.26,23.0187,1500,是,否,台南站,120.2,22.99,6.92,95,Low Risk
1077,臺南市南化區東和里活動中心,臺南市南化區,東和里,東和19-1號,120.4741,23.0206,110,是,是,台南站,120.2,22.99,28.26,95,Low Risk
1078,臺南市永康區尚頂里活動中心,臺南市永康區,尚頂里,中華路920號,120.2233,23.0211,46,是,否,台南站,120.2,22.99,4.2,95,Low Risk
1079,臺南市永康區東橋里活動中心,臺南市永康區,東橋里,東橋十街158號,120.2365,23.0212,278,是,否,台南站,120.2,22.99,5.1,95,Low Risk
1080,臺南市永康區大橋里活動中心,臺南市永康區,大橋里,大橋三街230號,120.2296,23.0218,134,是,否,台南站,120.2,22.99,4.66,95,Low Risk
1083,臺南市永康區新樹里活動中心,臺南市永康區,新樹里,富強路二段98號,120.2751,23.0229,133,是,否,台南站,120.2,22.99,8.51,95,Low Risk
1084,臺南市永康區甲頂里活動中心,臺南市永康區,甲頂里,中華路920-1號,120.2144,23.0237,46,是,否,台南站,120.2,22.99,4.03,95,Low Risk
1085,臺南市安南區安富里活動中心,臺南市安南區,安富里,郡安路5段164巷12弄1號,120.1966,23.02479,221,是,否,台南站,120.2,22.99,3.88,95,Low Risk
